time	normalized_intensity	sd	region
0	0.14327150519795	0.0210340528572532	Bleached
1	0.204529437184745	0.0225517180952605	Bleached
2	0.240752506990278	0.0449051543085897	Bleached
3	0.283983706307343	0.0369410267220929	Bleached
4	0.31402058415988	0.0452964969957904	Bleached
5	0.341659745372527	0.0468980647443419	Bleached
6	0.366811163637771	0.0373065258978794	Bleached
7	0.389241918490997	0.0321042630895206	Bleached
8	0.418148639073553	0.0375265153403143	Bleached
9	0.441757707890179	0.0371845358313484	Bleached
10	0.45364670735726	0.0255200488319984	Bleached
11	0.475546587408012	0.0514939632701233	Bleached
12	0.477502113666012	0.0346885068457617	Bleached
13	0.490706637381777	0.0149417649281752	Bleached
14	0.51195696810073	0.0256940597643731	Bleached
15	0.535113898733905	0.0186185829881046	Bleached
16	0.542750240594605	0.0295276004345975	Bleached
17	0.525599457510419	0.0325494607501227	Bleached
18	0.543257869150064	0.0162094799014839	Bleached
19	0.555685877101221	8.42889497492576e-4	Bleached
20	0.576537878913573	0.0274329106603733	Bleached
21	0.569096826202744	0.00899334428333306	Bleached
22	0.588454887671432	0.00549147608728472	Bleached
23	0.56853430830739	0.0334514863772839	Bleached
24	0.583898340257902	0.00282139674551051	Bleached
25	0.591900217006431	0.0277216242107025	Bleached
26	0.613818265383232	0.00818446802128156	Bleached
27	0.606523628659131	0.0107637806918579	Bleached
28	0.632832047568645	0.0292465754190601	Bleached
29	0.62301463907476	0.025267982330859	Bleached
30	0.616901581826387	0.0441159794953566	Bleached
31	0.635292087393001	0.00361241042531586	Bleached
32	0.625357943811249	0.0117690726897931	Bleached
33	0.62946023112507	0.0388181483188885	Bleached
34	0.654950617989172	8.30664239742214e-4	Bleached
35	0.648449991715703	0.00112701074681004	Bleached
36	0.648818985560244	0.0274194699975647	Bleached
37	0.641381977757562	0.00840776658633112	Bleached
38	0.6462052436148	0.0137751307057125	Bleached
39	0.650279101233603	0.0254747789774098	Bleached
40	0.67149828668578	0.0202872820192202	Bleached
41	0.667416399941174	0.00348880040739088	Bleached
42	0.675560200934066	0.00571426528927949	Bleached
43	0.675093300072345	0.0019409177686173	Bleached
44	0.691265783308253	0.00687456510850601	Bleached
45	0.662839023649809	0.00475021868484999	Bleached
46	0.698630545653782	0.0363457010669882	Bleached
47	0.686942499718266	0.00873562815749355	Bleached
48	0.69064366649089	0.0154004763163089	Bleached
49	0.677418308592752	0.00631279757790437	Bleached
50	0.688669711200237	0.0296269948091745	Bleached
51	0.700780576374493	0.00501012477043707	Bleached
52	0.702209273968999	0.0106864766447483	Bleached
53	0.689492757973589	0.0174601189066534	Bleached
54	0.704802955413497	0.00257315164302848	Bleached
55	0.697067933544358	0.00510061534892941	Bleached
56	0.698436706981028	0.0126476353496903	Bleached
57	0.69696147530208	0.0124710426003587	Bleached
58	0.709280067073494	0.0251188700982387	Bleached
59	0.711821781149086	0.0268971618765756	Bleached
60	0.705694948111481	0.00123596993302469	Bleached
61	0.71250002322022	0.0326618011774031	Bleached
62	0.703345632410859	0.0146714876237499	Bleached
63	0.71276001094477	0.0166131227074616	Bleached
64	0.724069138603124	0.0173817507924026	Bleached
65	0.718679141505043	0.0155025662121969	Bleached
66	0.728612477106372	0.0244652732834001	Bleached
67	0.723560432143333	0.0187830254082193	Bleached
68	0.727706113580819	0.042576003567764	Bleached
69	0.732903226066266	0.00415698809780364	Bleached
70	0.740421203030761	0.0135603312640576	Bleached
71	0.748392170763799	0.0106242642760173	Bleached
72	0.732009707976012	8.74271604340319e-4	Bleached
73	0.721531676384732	0.00585305235626413	Bleached
74	0.731640267042601	0.00584835673452401	Bleached
75	0.733643403788565	0.0148885475058439	Bleached
76	0.749644693241307	0.0159497487787477	Bleached
77	0.73869169741849094	0.0215281772690943	Bleached
