time	normalized_intensity	sd	region
78	0.731765220648071	0.038005309722042	Bleached
79	0.754834001676322	0.0277114224951585	Bleached
80	0.754765344424966	0.0512077245104512	Bleached
81	0.738000989871837	0.0332655692211917	Bleached
82	0.741347092917382	0.0497127921356737	Bleached
83	0.752579628019755	0.023962937118204	Bleached
84	0.788505760279846	0.0192824603646464	Bleached
85	0.782338449541841	0.0175844648847129	Bleached
86	0.770493748813556	0.0110822585849657	Bleached
87	0.740303529099708	0.00744758397142452	Bleached
88	0.745096443577938	0.00833271981100908	Bleached
89	0.739566767381461	0.00524906172097008	Bleached
90	0.745389443583809	0.00365663727301645	Bleached
91	0.757765756168774	0.00704928559561122	Bleached
92	0.769862791921595	0.0171122708558969	Bleached
93	0.760084636706048	0.0332206199675002	Bleached
94	0.782969126401083	0.0146384954030773	Bleached
95	0.771951328625611	0.0228337289895939	Bleached
96	0.775265913293882	0.00555328079917236	Bleached
0	1.04320566991736	0.0704614911177403	Un-bleached
1	1.0252656949977	0.0633236886231091	Un-bleached
2	1.02173801449005	0.0404546193242389	Un-bleached
3	0.985564770989068	0.0896368620794468	Un-bleached
4	0.975511048362999	0.0951515618223575	Un-bleached
5	0.951607404127293	0.0631682063811647	Un-bleached
6	0.954066607119954	0.0610490815887502	Un-bleached
7	0.924689152208412	0.0488221862990417	Un-bleached
8	0.901488155106978	0.079791660193893	Un-bleached
9	0.917730023022667	0.0483248197219743	Un-bleached
10	0.889148631547976	0.0980548574601073	Un-bleached
11	0.923218766355594	0.0704607359603584	Un-bleached
12	0.8926272576573	0.0734604817019414	Un-bleached
13	0.876881233350247	0.0779360111048327	Un-bleached
14	0.882767561512086	0.071287499275479	Un-bleached
15	0.871606013712616	0.036485060577045	Un-bleached
16	0.853980676445381	0.110777441131619	Un-bleached
17	0.861868835321892	0.0554415181819155	Un-bleached
18	0.865684703174519	0.0447127498768731	Un-bleached
19	0.857881245552257	0.0480526355352089	Un-bleached
20	0.860548658125085	0.0520375340642057	Un-bleached
21	0.864779716245615	0.0565518928363569	Un-bleached
22	0.842343903950692	0.059011436274686	Un-bleached
23	0.83148357921478	0.0761005011947019	Un-bleached
24	0.832111353558845	0.0784178442892821	Un-bleached
25	0.85064231097518	0.069955210963918	Un-bleached
26	0.838814532515606	0.0950802691451265	Un-bleached
27	0.871048413069532	0.0970974433162613	Un-bleached
28	0.834471771293799	0.0671999639432904	Un-bleached
29	0.821750193650252	0.0728517208349052	Un-bleached
30	0.845773526517616	0.0957666731019074	Un-bleached
31	0.80555222712333	0.0669966424899384	Un-bleached
32	0.834650410803347	0.0696400485453681	Un-bleached
33	0.849233840266092	0.0513441932583263	Un-bleached
34	0.860854200722134	0.0658687944769679	Un-bleached
35	0.816749048553244	0.0726162904596752	Un-bleached
36	0.826359205832088	0.0928078585198266	Un-bleached
37	0.856923268361333	0.0667690455915	Un-bleached
38	0.823726643260444	0.0840071601434882	Un-bleached
39	0.837406933669283	0.110171285785828	Un-bleached
40	0.841216211717981	0.0587160014437266	Un-bleached
41	0.817397640394245	0.0865373710415946	Un-bleached
42	0.82269173972628	0.0832161106094599	Un-bleached
43	0.824009160308428	0.0651262238496323	Un-bleached
44	0.804477818275997	0.0860887578933643	Un-bleached
45	0.820213676104857	0.0831731314122341	Un-bleached
46	0.810221472916745	0.0852265088803356	Un-bleached
47	0.800910942972387	0.104887350041762	Un-bleached
48	0.834232804713709	0.0904811813519092	Un-bleached
49	0.847799902896396	0.0669152333084485	Un-bleached
50	0.835153189908683	0.0499689128094149	Un-bleached
51	0.841013370005575	0.0662590658089815	Un-bleached
52	0.839801965351986	0.0829375387102338	Un-bleached
53	0.825680104252643	0.0898889187542765	Un-bleached
54	0.837840690218025	0.0631719858927854	Un-bleached
55	0.845139237456193	0.0632387965581516	Un-bleached
56	0.812193813564287	0.0661307774861279	Un-bleached
57	0.818928267819324	0.0468512835440045	Un-bleached
58	0.874680720836807	0.0567900411222413	Un-bleached
59	0.838138113404852	0.0327502931743963	Un-bleached
60	0.839360692036601	0.0528278220323756	Un-bleached
61	0.813207679577273	0.0832231455722957	Un-bleached
62	0.816163363365434	0.0464010298119021	Un-bleached
63	0.837932219687704	0.0303511996231788	Un-bleached
64	0.847328143089383	0.0392869194098514	Un-bleached
65	0.843647319824075	0.0795420165859743	Un-bleached
66	0.868191486485881	0.0524196451690932	Un-bleached
67	0.843642100636695	0.0540741679022403	Un-bleached
68	0.834143235852529	0.0736315344122416	Un-bleached
69	0.829317914788474	0.0539826180387803	Un-bleached
70	0.852551456055722	0.0327544824981962	Un-bleached
71	0.852995338761059	0.042561961295858	Un-bleached
72	0.865031814324293	0.0457832118262551	Un-bleached
73	0.84592268459885	0.0623291416945839	Un-bleached
74	0.859825259059983	0.0280251305259292	Un-bleached
75	0.839219781468912	0.0422329771359303	Un-bleached
76	0.833111286889013	0.0411943233036652	Un-bleached
77	0.854889627550794	0.0267093888381542	Un-bleached
78	0.845612183758714	0.0498310858342716	Un-bleached
79	0.824952758099572	0.0814234361402254	Un-bleached
80	0.866060395869061	0.0589734744685951	Un-bleached
81	0.843810968389447	0.0766264053498088	Un-bleached
82	0.849874024960867	0.0607328728520824	Un-bleached
83	0.834035300334062	0.0456573431418035	Un-bleached
84	0.827325521022252	0.0504551862344948	Un-bleached
85	0.832656519402315	0.052158626650953	Un-bleached
86	0.827090363352631	0.0543870862825213	Un-bleached
87	0.839631455424731	0.0612184444978683	Un-bleached
88	0.864563431375317	3.76617259111002e-4	Un-bleached
89	0.818780022803367	0.0503143748102621	Un-bleached
90	0.844683902632638	0.0329376089564805	Un-bleached
91	0.832380367056858	0.0515900846617141	Un-bleached
92	0.815402215116008	0.0228614741531742	Un-bleached
93	0.824579397741963	0.0490153554937273	Un-bleached
94	0.82992411600994	0.0558282360317777	Un-bleached
95	0.816639371209273	0.0326695298424156	Un-bleached
96	0.80004785538745	0.0614688100751722	Un-bleached
