X,Y
9.5550,635.362
9.6200,633.903
9.6850,751.297
9.7500,915.775
9.8150,916.448
9.8800,820.629
9.9450,848.538
10.0100,947.997
10.0750,880.914
10.1400,833.633
10.2050,860.474
10.2700,993.430
10.3350,1063.378
10.4000,1057.715
10.4650,1161.877
10.5300,1314.496
10.5950,1411.348
10.6600,1263.403
10.7250,1139.131
10.7900,1197.738
10.8550,1284.092
10.9200,1269.421
10.9850,1146.979
11.0500,1109.894
11.1150,1169.332
11.1800,1182.851
11.2450,1127.240
11.3100,1003.791
11.3750,929.830
11.4400,943.766
11.5050,968.302
11.5700,1044.244
11.6350,1178.161
11.7000,1157.955
11.7650,1102.666
11.8300,1165.173
11.8950,1268.448
11.9600,1371.710
12.0250,1429.346
12.0900,1537.671
12.1550,1493.382
12.2200,1395.518
12.2850,1369.997
12.3500,1409.745
12.4150,1481.497
12.4800,1415.741
12.5450,1317.623
12.6100,1222.804
12.6750,1180.072
12.7400,1177.801
12.8050,1155.513
12.8700,1073.506
12.9350,853.889
13.0000,691.323
13.0650,668.913
13.1300,639.361
13.1950,545.276
13.2600,453.735
13.3250,483.642
13.3900,558.820
13.4550,521.067
13.5200,440.783
13.5850,431.175
13.6500,475.321
13.7150,447.647
13.7800,400.322
13.8450,395.497
13.9100,389.759
13.9750,366.781
14.0400,370.885
14.1050,422.919
14.1700,434.149
14.2350,315.934
14.3000,217.370
14.3650,276.082
14.4300,358.872
14.4950,373.304
14.5600,354.534
14.6250,417.652
14.6900,612.056
14.7550,675.904
14.8200,609.005
14.8850,536.842
14.9500,555.792
15.0150,624.505
15.0800,543.298
15.1450,399.802
15.2100,320.616
15.2750,321.240
15.3400,334.389
15.4050,327.885
15.4700,312.440
15.5350,266.818
15.6000,209.526
15.6650,203.473
15.7300,226.891
15.7950,232.319
15.8600,211.528
15.9250,211.845
15.9900,274.035
16.0550,294.547
16.1200,279.522
16.1850,232.404
16.2500,210.053
16.3150,209.227
16.3800,225.392
16.4450,197.851
16.5100,167.795
16.5750,163.112
16.6400,236.538
16.7050,285.069
16.7700,237.509
16.8350,192.970
16.9000,184.838
16.9650,233.090
17.0300,267.500
17.0950,279.397
17.1600,270.566
17.2250,274.208
17.2900,321.105
17.3550,371.251
17.4200,355.124
17.4850,323.696
17.5500,319.050
17.6150,311.998
17.6800,311.405
17.7450,289.907
17.8100,285.967
17.8750,287.561
17.9400,309.419
18.0050,387.429
18.0700,511.843
18.1350,598.568
18.2000,606.526
18.2650,555.149
18.3300,490.209
18.3950,383.382
18.4600,294.039
18.5250,235.461
18.5900,246.440
18.6550,274.199
18.7200,223.322
18.7850,165.533
18.8500,151.475
18.9150,172.821
18.9800,147.494
19.0450,126.197
19.1100,144.921
19.1750,143.965
19.2400,99.818
19.3050,54.631
19.3700,80.238
19.4350,96.113
19.5000,92.779
19.5650,92.090
19.6300,102.363
19.6950,109.002
19.7600,108.049
19.8250,115.958
19.8900,113.667
19.9550,82.000
