X,Y
21.0600,9367.836
21.1250,8958.270
21.1900,8560.087
21.2550,8486.989
21.3200,8634.271
21.3850,8547.488
21.4500,8891.718
21.5150,8837.712
21.5800,8507.364
21.6450,8399.335
21.7100,8584.845
21.7750,8221.541
21.8400,8261.129
21.9050,8322.248
21.9700,8382.309
22.0350,8266.285
22.1000,7843.829
22.1650,7134.383
22.2300,5903.116
22.2950,4709.361
22.3600,3695.340
22.4250,2932.211
22.4900,2369.834
22.5550,1969.446
22.6200,1805.747
22.6850,1632.388
22.7500,1536.755
22.8150,1512.293
22.8800,1462.327
22.9450,1401.670
23.0100,1360.459
23.0750,1247.942
23.1400,1303.303
23.2050,1095.092
23.2700,1166.253
23.3350,1144.251
23.4000,1118.892
23.4650,1106.026
23.5300,1180.388
23.5950,1142.103
23.6600,1121.470
23.7250,1250.858
23.7900,1336.401
23.8550,1418.417
23.9200,1466.356
23.9850,1324.470
24.0500,1407.549
24.1150,1070.000
24.1800,1112.900
24.2450,954.887
24.3100,938.179
24.3750,981.628
24.4400,910.480
24.5050,808.844
24.5700,865.594
24.6350,804.000
