X,Y
8.8400,7149.812
8.9050,7293.166
8.9700,7079.222
9.0350,7105.491
9.1000,7123.335
9.1650,6885.821
9.2300,6864.533
9.2950,6887.752
9.3600,6748.857
9.4250,6714.478
9.4900,6613.615
9.5550,6725.617
9.6200,6795.061
9.6850,6740.718
9.7500,6983.449
9.8150,6906.765
9.8800,6857.998
9.9450,6851.272
10.0100,7011.095
10.0750,6961.282
10.1400,7215.272
10.2050,7081.058
10.2700,7096.309
10.3350,7186.235
10.4000,7178.517
10.4650,7477.451
10.5300,7387.831
10.5950,7546.105
10.6600,7595.312
10.7250,7369.884
10.7900,7510.267
10.8550,7273.314
10.9200,7226.850
10.9850,7349.733
11.0500,7147.855
11.1150,7068.794
11.1800,7223.034
11.2450,7218.895
11.3100,7276.773
11.3750,7166.198
11.4400,7328.731
11.5050,7051.596
11.5700,7215.900
11.6350,7241.467
11.7000,7246.306
11.7650,7179.475
11.8300,7154.388
11.8950,7103.330
11.9600,6945.122
12.0250,6989.857
12.0900,7015.771
12.1550,6829.733
12.2200,6879.274
12.2850,6720.108
12.3500,6782.391
12.4150,6636.625
12.4800,6903.074
12.5450,6843.100
12.6100,6710.472
12.6750,6717.512
12.7400,6325.557
12.8050,6407.272
12.8700,6362.354
12.9350,6202.259
13.0000,6354.246
13.0650,6591.005
13.1300,6652.042
13.1950,6655.058
13.2600,6912.604
13.3250,6958.327
13.3900,7002.082
13.4550,6998.192
13.5200,7377.322
13.5850,7456.974
13.6500,7679.301
13.7150,7659.470
13.7800,7967.295
13.8450,7857.306
13.9100,7945.705
13.9750,7905.699
14.0400,7979.863
14.1050,7941.372
14.1700,7605.158
14.2350,7390.998
14.3000,7256.607
14.3650,7298.836
14.4300,7249.253
14.4950,7064.459
14.5600,7053.303
14.6250,6863.040
14.6900,6868.243
14.7550,7001.573
14.8200,6773.156
14.8850,6937.971
14.9500,6891.282
15.0150,6945.675
15.0800,6814.095
15.1450,7003.575
15.2100,6849.504
15.2750,6892.599
15.3400,6740.430
15.4050,6856.802
15.4700,7005.274
15.5350,7173.615
15.6000,7092.974
15.6650,7326.108
15.7300,7478.478
15.7950,7468.628
15.8600,7472.501
15.9250,7811.140
15.9900,7689.129
16.0550,7906.850
16.1200,8053.570
16.1850,8015.412
16.2500,8099.507
16.3150,8165.850
16.3800,8228.066
16.4450,8221.330
16.5100,7943.008
16.5750,8020.910
16.6400,7980.177
16.7050,7854.910
16.7700,7711.361
16.8350,7607.707
16.9000,7391.826
16.9650,7127.501
17.0300,7167.504
17.0950,7016.878
17.1600,6823.918
17.2250,6726.177
17.2900,6654.388
17.3550,6636.533
17.4200,6621.987
17.4850,6367.639
17.5500,6323.673
17.6150,6229.312
17.6800,6448.016
17.7450,6264.240
17.8100,6252.926
17.8750,6170.457
17.9400,6050.884
18.0050,6057.615
18.0700,6042.578
18.1350,6030.736
18.2000,5919.821
18.2650,6061.111
18.3300,6042.963
18.3950,6076.839
18.4600,5917.984
18.5250,5954.419
18.5900,6069.340
18.6550,5981.333
18.7200,5976.124
18.7850,6016.923
18.8500,5873.573
18.9150,5896.309
18.9800,5816.707
19.0450,5814.055
19.1100,5964.726
19.1750,5832.153
19.2400,5725.132
19.3050,5687.195
19.3700,5744.673
19.4350,5581.140
19.5000,5668.575
19.5650,5813.169
19.6300,5699.831
19.6950,5616.802
19.7600,5670.697
19.8250,5630.053
19.8900,5606.298
19.9550,5525.715
20.0200,5565.932
20.0850,5519.583
20.1500,5456.686
20.2150,5626.201
20.2800,5707.712
20.3450,5561.895
20.4100,5814.293
20.4750,5731.958
20.5400,5590.087
20.6050,5441.702
20.6700,5522.546
20.7350,5531.812
20.8000,5604.095
20.8650,5469.438
20.9300,5570.836
20.9950,5550.068
21.0600,5441.079
21.1250,5329.884
21.1900,5273.351
21.2550,5303.723
21.3200,5006.451
21.3850,5204.733
21.4500,5036.512
21.5150,5090.723
21.5800,4846.319
21.6450,4844.913
21.7100,4701.765
21.7750,4498.250
21.8400,4390.478
21.9050,4304.090
21.9700,4354.380
22.0350,4335.108
22.1000,4125.900
22.1650,3987.457
22.2300,3786.786
22.2950,3586.736
22.3600,3387.802
22.4250,3260.807
22.4900,3142.333
22.5550,2978.676
22.6200,2745.195
22.6850,2838.314
22.7500,2849.348
22.8150,2724.765
22.8800,2734.857
22.9450,2707.528
23.0100,2631.567
23.0750,2558.272
23.1400,2612.958
23.2050,2605.293
23.2700,2589.129
23.3350,2519.871
23.4000,2560.599
23.4650,2611.731
23.5300,2618.697
23.5950,2631.689
23.6600,2469.050
23.7250,2386.950
23.7900,2461.354
23.8550,2443.148
23.9200,2392.174
23.9850,2304.496
24.0500,2374.741
24.1150,2330.409
24.1800,2362.000
24.2450,2408.095
24.3100,2231.831
24.3750,2331.620
24.4400,2348.509
24.5050,2227.895
24.5700,2376.768
24.6350,2380.000
