1.0	40747.805
2.0	40423.027
3.0	35401.13
4.0	36630.02
5.0	36854.355
6.0	36763.27
7.0	36274.7
8.0	36330.33
9.0	35911.496
10.0	35739.617
11.0	35706.31
12.0	35608.887
13.0	35035.215
14.0	35563.945
15.0	34602.04
16.0	35070.242
17.0	34543.516
18.0	34599.29
19.0	34859.84
20.0	34486.12
21.0	34062.195
22.0	34283.812
23.0	33893.074
24.0	33936.516
25.0	33898.223
26.0	33862.72
27.0	33844.086
28.0	33798.684
29.0	33515.914
30.0	33155.008
31.0	33157.12
32.0	33222.59
33.0	33536.12
34.0	33049.777
35.0	32931.73
36.0	32710.057
37.0	32494.936
38.0	33054.438
39.0	32331.701
40.0	32511.195
41.0	32349.523
42.0	32591.822
43.0	32512.42
44.0	32066.094
45.0	32158.701
46.0	32278.262
47.0	32098.252
48.0	32390.86
49.0	32126.158
50.0	31350.309
51.0	31856.057
52.0	31829.523
53.0	31919.047
54.0	31604.205
55.0	31528.879
56.0	31390.916
57.0	31411.57
58.0	31758.58
59.0	31306.674
60.0	31422.205
61.0	31002.365
62.0	31071.225
63.0	31792.326
64.0	31408.195
65.0	30919.654
66.0	30822.691
67.0	30953.412
68.0	30457.326
69.0	30803.607
70.0	30886.963
71.0	30899.71
72.0	30791.523
73.0	30307.373
74.0	30000.309
75.0	30035.205
76.0	30081.412
77.0	30239.047
78.0	29814.234
79.0	29695.205
80.0	30180.43
81.0	29589.14
82.0	29713.523
83.0	30228.57
84.0	29620.111
85.0	29642.215
86.0	30003.766
87.0	29805.701
88.0	29946.188
89.0	29778.832
90.0	30011.785
91.0	30230.45
92.0	29640.44
93.0	29551.766
94.0	29586.15
95.0	29364.598
96.0	29437.44
97.0	29508.523
98.0	29257.86
99.0	29821.225
100.0	29122.412
101.0	29567.057
102.0	29326.85
103.0	28889.645
104.0	29331.412
105.0	29198.588
106.0	28954.664
107.0	28832.86
108.0	29077.047
109.0	28530.58
110.0	28869.326
111.0	28715.252
112.0	28564.457
113.0	28488.889
114.0	28616.99
115.0	28330.43
116.0	28779.047
117.0	28666.98
118.0	29070.729
119.0	28621.084
120.0	28938.104
121.0	28639.889
122.0	28710.486
123.0	28784.299
124.0	28903.55
125.0	28269.598
126.0	28633.496
127.0	28638.973
128.0	28326.738
129.0	28632.627
130.0	28480.973
131.0	28438.047
132.0	28148.916
133.0	28856.812
134.0	28286.943
135.0	28452.262
136.0	28293.664
137.0	28709.598
138.0	28666.0
139.0	28634.121
140.0	28794.262
141.0	28412.56
142.0	28710.299
143.0	28607.047
144.0	28479.271
145.0	28842.98
146.0	28596.111
147.0	28528.299
148.0	28356.326
149.0	28267.15
150.0	28250.738
