1.0	1708.6569
2.0	1614.7273
3.0	158.09546
4.0	240.86136
5.0	266.80908
6.0	329.32047
7.0	361.3841
8.0	393.96362
9.0	432.04773
10.0	472.1591
11.0	496.92728
12.0	525.325
13.0	542.99774
14.0	558.7977
15.0	572.2455
16.0	603.15454
17.0	624.33185
18.0	661.7682
19.0	662.7409
20.0	637.9864
21.0	674.9318
22.0	707.43634
23.0	705.0273
24.0	713.8705
25.0	739.23865
26.0	702.7773
27.0	740.3841
28.0	727.7045
29.0	774.8341
30.0	764.7455
31.0	785.8159
32.0	772.3591
33.0	746.77045
34.0	812.8909
35.0	777.6818
36.0	765.07275
37.0	829.8273
38.0	826.41364
39.0	802.2023
40.0	800.0659
41.0	812.21136
42.0	798.225
43.0	834.13184
44.0	849.16815
45.0	851.8068
46.0	848.0477
47.0	865.69543
48.0	831.13184
49.0	840.4909
50.0	841.6477
51.0	851.7182
52.0	838.3295
53.0	837.0091
54.0	866.9682
55.0	865.07043
56.0	849.2159
57.0	886.88635
58.0	863.70685
59.0	877.7955
60.0	872.93634
61.0	913.60455
62.0	866.81134
63.0	879.9727
64.0	921.80457
65.0	876.4
66.0	884.9818
67.0	889.1909
68.0	903.93866
69.0	870.3909
70.0	886.0659
71.0	875.26135
72.0	903.8159
73.0	927.6932
74.0	950.6659
75.0	908.1932
76.0	883.63635
77.0	910.3386
78.0	917.80225
79.0	946.4227
80.0	904.5659
81.0	876.12274
82.0	908.52954
83.0	884.0455
84.0	894.03864
85.0	878.66815
86.0	927.0932
87.0	973.7545
88.0	985.95
89.0	937.06134
90.0	929.4523
91.0	914.8182
92.0	929.3182
93.0	914.7727
94.0	927.12726
95.0	935.81366
96.0	925.15454
97.0	959.2
98.0	938.67957
99.0	964.7636
100.0	939.6614
101.0	969.5682
102.0	956.7182
103.0	936.8477
104.0	959.4591
105.0	926.7
106.0	958.5318
107.0	954.4636
108.0	975.05457
109.0	935.7955
110.0	958.2136
111.0	941.33185
112.0	987.62274
113.0	946.86816
114.0	981.2909
115.0	964.19775
116.0	953.8273
117.0	938.3795
118.0	978.3705
119.0	924.77045
120.0	986.8977
121.0	987.4023
122.0	967.6523
123.0	999.9841
124.0	959.0886
125.0	974.125
126.0	995.07043
127.0	996.9023
128.0	1000.93634
129.0	1002.80225
130.0	954.79315
131.0	1031.9591
132.0	1017.66815
133.0	1015.0227
134.0	1023.4909
135.0	1010.57275
136.0	987.73865
137.0	1023.0364
138.0	977.7182
139.0	996.19543
140.0	984.1
141.0	946.39545
142.0	975.31366
143.0	1015.18634
144.0	994.4318
145.0	1002.9205
146.0	1017.6932
147.0	1010.13635
148.0	988.5909
149.0	1031.509
150.0	1056.5205
