1.0	3042.5845
2.0	3066.5974
3.0	2606.182
4.0	2788.6753
5.0	2778.0
6.0	2766.935
7.0	2853.4546
8.0	2806.1104
9.0	2780.3376
10.0	2820.1753
11.0	2808.7727
12.0	2742.617
13.0	2715.4675
14.0	2697.7014
15.0	2652.3376
16.0	2722.8767
17.0	2682.9026
18.0	2660.6233
19.0	2618.6948
20.0	2680.9805
21.0	2585.8635
22.0	2542.7078
23.0	2551.565
24.0	2630.9417
25.0	2592.4155
26.0	2671.87
27.0	2494.0454
28.0	2595.8118
29.0	2471.5908
30.0	2583.974
31.0	2573.8767
32.0	2508.734
33.0	2524.578
34.0	2542.1365
35.0	2546.8247
36.0	2444.7598
37.0	2441.2468
38.0	2587.2986
39.0	2516.766
40.0	2450.8247
41.0	2506.8442
42.0	2475.1104
43.0	2501.2468
44.0	2355.6428
45.0	2442.9026
46.0	2429.565
47.0	2443.682
48.0	2416.2532
49.0	2472.7986
50.0	2466.4026
51.0	2493.896
52.0	2478.4934
53.0	2459.2793
54.0	2448.2727
55.0	2415.6882
56.0	2365.8896
57.0	2375.7144
58.0	2428.3376
59.0	2394.8506
60.0	2419.5
61.0	2508.4092
62.0	2540.7727
63.0	2334.8247
64.0	2396.318
65.0	2455.6948
66.0	2418.039
67.0	2475.2207
68.0	2478.2986
69.0	2574.87
70.0	2509.2532
71.0	2425.2793
72.0	2356.922
73.0	2429.5583
74.0	2428.5908
75.0	2430.1104
76.0	2442.3896
77.0	2516.7986
78.0	2516.552
79.0	2470.2922
80.0	2438.4934
81.0	2366.4546
82.0	2410.0
83.0	2356.8767
84.0	2387.974
85.0	2328.078
86.0	2340.422
87.0	2429.9675
88.0	2344.8767
89.0	2258.37
90.0	2411.604
91.0	2373.169
92.0	2295.448
93.0	2322.169
94.0	2323.9675
95.0	2286.8572
96.0	2268.266
97.0	2345.0
98.0	2241.3052
99.0	2314.87
100.0	2283.039
101.0	2287.5454
102.0	2241.3767
103.0	2247.9805
104.0	2262.5845
105.0	2294.1233
106.0	2345.1233
107.0	2355.9546
108.0	2236.6428
109.0	2227.7014
110.0	2313.7793
111.0	2246.3052
112.0	2144.3572
113.0	2211.318
114.0	2244.487
115.0	2184.2598
116.0	2244.6948
117.0	2248.2598
118.0	2161.182
119.0	2131.604
120.0	2179.2727
121.0	2250.1882
122.0	2188.2793
123.0	2251.318
124.0	2224.396
125.0	2254.3635
126.0	2179.8896
127.0	2311.169
128.0	2187.1753
129.0	2163.7402
130.0	2188.0715
131.0	2137.6948
132.0	2219.3376
133.0	2221.0325
134.0	2246.6428
135.0	2329.0195
136.0	2208.9417
137.0	2227.2793
138.0	2243.5908
139.0	2113.6558
140.0	2123.526
141.0	2194.7793
142.0	2219.9546
143.0	2146.6365
144.0	2152.1624
145.0	2215.4026
146.0	2144.422
147.0	2075.7273
148.0	2063.6948
149.0	2116.7598
150.0	2061.013
